timestamp,sender_id,receiver_id,message_type,message_size,channel_number,user_priority,psid,sender_pos_x,sender_pos_y,sender_pos_z,sender_speed_x,sender_speed_y,sender_speed_z,sender_speed,sender_heading,receiver_pos_x,receiver_pos_y,receiver_pos_z,receiver_speed_x,receiver_speed_y,receiver_speed_z,receiver_speed,receiver_heading,distance,signal_strength,snr,sender_road_id,receiver_road_id,sender_lane_index,receiver_lane_index,message_data,message_serial,is_broadcast,is_beacon,is_accident,time_headway,relative_speed,same_lane,same_road
199.106123,2379085,406,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2414.829382,1578.468065,0.000000,-1.997224,-0.733370,0.000000,2.127612,-159.837028,49.947058,-1.000000,-1.000000,,-39539626,0,0,,0,1,1,0,-1.000000,2.127612,0,0
199.106123,2379085,130,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.248690,1634.902160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.216945,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,136,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.217110,1639.902928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.195877,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,142,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.185531,1644.903696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.488073,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,148,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.153952,1649.904464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.062793,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,154,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.122373,1654.905232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.890104,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,382,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2334.961828,1670.862273,0.000000,4.808995,-12.431869,0.000000,13.329584,-68.852136,72.914481,-1.000000,-1.000000,,:1154372516_9,0,0,,0,1,1,0,-1.000000,13.329584,0,0
199.106123,2379085,160,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.090793,1659.906001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.941800,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,166,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2436.059214,1664.906769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79.191945,-1.000000,-1.000000,,113939242#1,0,0,,0,1,1,0,-1.000000,0.000000,0,0
199.106123,2379085,376,BSM,42,178,7,-1,2377.473866,1611.623366,0.000000,-0.000000,0.000000,0.000000,0.000000,180.000000,2360.612922,1693.541723,0.000000,8.813938,-7.948630,0.000000,11.868708,-42.044932,83.635570,-1.000000,-1.000000,,-5445204#2,0,0,,0,1,1,0,-1.000000,11.868708,0,0
